annotator,doc_id,slot,model,mode,rubric_used,rubric_switched,question_language,faith_grounding,faith_precision,faith_numerical_fidelity,qual_search_bar_realism,qual_specificity,qual_phrasing_economy,qual_focus,qual_search_realism,qual_lexical_distance,qual_conceptual_framing,qual_retrievability,linguistic,accept,faith_mean,quality_mean,composite,reason
gpt,WO-2025187661-A8,Q3,gpt-5.4-mini,semantic,semantic,0,es,5,4,5,,,,,5,2,4,5,4,no,4.6667,4.0,4.2222,"Es recuperable y está respaldada, pero la respuesta es circular, no ofrece la composición y mezcla innecesariamente español e inglés."
gpt,WO-2025187661-A8,Q4,gpt-5-mini,semantic,semantic,0,es,5,5,5,,,,,2,4,2,2,5,no,5.0,2.5,4.1667,"La respuesta identifica correctamente las rebabas, pero la consulta es deíctica, poco distinguible fuera de contexto y pide un dato simple en vez de un concepto."
gpt,WO-2025187661-A8,Q5,gemini-3.5-flash,semantic,semantic,0,es,5,4,5,,,,,3,5,5,3,5,yes,4.6667,4.0,4.5556,"La formulación conceptual y alejada del léxico fuente sigue siendo coherente con la solución basada en una composición de poli(sulfuro de arileno), aunque resulta algo amplia."
gpt,WO-2025187661-A8,Q6,sonnet-4.6,semantic,semantic,0,es,5,5,5,,,,,5,4,5,4,5,yes,5.0,4.5,4.8333,"La consulta plantea naturalmente el problema y la respuesta aporta la formulación completa respaldada por el pasaje, con cantidades y rango exactos."
gpt,WO-2025202347-A1,Q1,qwen3.6-35b-a3b,semantic,semantic,0,de,5,5,5,,,,,3,3,2,4,5,no,5.0,3.0,4.3333,"Die Antwort ist vollständig belegt, doch die Frage nimmt mit „zentrales oder einziges therapeutisches Element“ und „wässriger Augenmedikation“ nahezu den gesamten Antwortinhalt bereits vorweg."
gpt,WO-2025202347-A1,Q2,gpt-5.4-mini,semantic,semantic,0,de,5,5,5,,,,,4,3,4,4,5,yes,5.0,3.75,4.5833,"Die Frage erfasst den therapeutischen Anwendungsbereich auf konzeptioneller Ebene, und die Antwort gibt sowohl die Art der Erkrankungen als auch die betroffenen Augenstrukturen korrekt wieder."
gpt,WO-2025202347-A1,Q3,grok-4.3,semantic,semantic,0,de,5,5,5,,,,,4,3,5,5,5,yes,5.0,4.25,4.75,Die realistische Behandlungsfrage führt zu einer vollständig gestützten und dokumentenspezifischen Antwort über Iota-Carrageenan bei nicht allergenen luftgetragenen Partikeln.
gpt,WO-2025202347-A1,Q4,sonnet-4.6,semantic,semantic,0,de,5,4,5,,,,,4,3,5,4,5,no,4.6667,4.0,4.5556,"Obwohl die aufgezählten Spätkomplikationen belegt sind, beantwortet die Antwort nicht die Frage nach der pharmakologischen Behandlungsmethode und enthält entbehrliche englische Glossare."
gpt,WO-2025202347-A1,Q5,gemini-3.5-flash,semantic,semantic,0,de,5,5,5,,,,,4,4,4,4,5,yes,5.0,4.0,4.6667,"Die konzeptionell paraphrasierte Frage ist gut auffindbar und wird durch die vollständige, quellengetreue Liste der Spätkomplikationen beantwortet, auch wenn „Bindehautreizung“ weniger präzise als „Konjunktivitis“ ist."
gpt,WO-2025202347-A1,Q6,gpt-5-mini,semantic,semantic,0,de,5,5,5,,,,,4,2,3,5,5,yes,5.0,3.5,4.5,"Die Antwort reproduziert den gesamten gestützten Behandlungsumfang korrekt und ist sehr dokumentenspezifisch, wenngleich die Frage eher eine Faktenliste verlangt und lexikalisch eng an der Quelle bleibt."
gpt,WO-2025207810-A1,Q1,gemini-3.5-flash,technical,technical,0,zh,5,5,5,5,5,4,5,,,,,5,yes,5.0,4.75,4.9167,问题表述自然且明确指向纠错条形码的设计依据，答案“Hamming codes”与原文完全一致。
gpt,WO-2025207810-A1,Q2,qwen3.6-35b-a3b,technical,technical,0,zh,5,5,5,5,5,3,5,,,,,5,yes,5.0,4.5,4.8333,问题流畅、单一且具有较强检索指向性，答案“汉明码”准确翻译了原文中的“Hamming codes”。
gpt,WO-2025207810-A1,Q3,sonnet-4.6,technical,technical,0,zh,5,5,5,3,5,3,5,,,,,3,no,5.0,4.0,4.0,答案忠实对应原文，但问题和答案均不必要地中英混杂，作为指定中文问题不够自然。
gpt,WO-2025207810-A1,Q4,grok-4.3,technical,technical,0,zh,5,5,5,5,5,3,5,,,,,5,yes,5.0,4.5,4.8333,该问题简洁自然并聚焦于条形码序列的编码基础，英文答案也受到原文直接支持。
gpt,WO-2025207810-A1,Q5,gpt-5-mini,technical,technical,0,zh,5,5,5,5,5,4,5,,,,,5,yes,5.0,4.75,4.9167,问题以明确的功能反问对应结构，答案“工程化的发夹结构”准确且无多余信息。
gpt,WO-2025207810-A1,Q6,gpt-5.4-mini,technical,technical,0,zh,5,5,5,2,5,2,5,,,,,2,no,5.0,3.5,3.5,答案与原文一致，但“错误校验 barcode nucleotide sequences”的中英拼接明显生硬，不符合自然中文检索表达。
gpt,WO-2025210445-A1,Q1,grok-4.3,technical,technical,0,fr,5,5,5,4,2,4,4,,,,,5,no,5.0,3.5,4.5,"La réponse reproduit exactement les deux plages hiérarchisées, mais la question reste trop générique pour retrouver spécifiquement ce procédé électrochimique."
gpt,WO-2025210445-A1,Q2,qwen3.6-35b-a3b,technical,technical,0,fr,5,5,5,4,2,2,5,,,,,4,no,5.0,3.25,4.0833,"La plage de 1 V à 20 V est exacte et la demande est ciblée sur un seul fait, mais la formulation proche du passage et dépourvue de contexte technique est peu distinctive."
gpt,WO-2025210445-A1,Q3,sonnet-4.6,technical,technical,0,fr,5,5,5,5,5,3,5,,,,,5,yes,5.0,4.5,4.8333,"La réponse est numériquement exacte et la mention de la génération in situ des réactifs de Fenton rend la requête précise, fluide et propre à ce procédé."
gpt,WO-2025210445-A1,Q4,gpt-5.4-mini,technical,technical,0,fr,5,5,5,4,2,4,5,,,,,4,no,5.0,3.75,4.25,"La réponse est entièrement étayée, mais « la plus préférée » est légèrement maladroit et aucun contexte ne distingue cette plage de celles de nombreux autres dispositifs."
gpt,WO-2025210445-A1,Q5,gpt-5-mini,technical,technical,0,fr,5,5,5,5,2,3,4,,,,,4,no,5.0,3.5,4.1667,"Cette requête nominale convient à une barre de recherche et son answer est exact, mais elle est trop générique et regroupe deux niveaux de préférence sans préciser le procédé concerné."
gpt,WO-2025210445-A1,Q6,gemini-3.5-flash,technical,technical,0,fr,5,5,5,4,2,2,5,,,,,4,no,5.0,3.25,4.0833,"La réponse correspond exactement à la plage la plus préférentielle, mais la question reprend étroitement le libellé du passage et manque de termes identifiant l'invention."
gpt,WO-2025211128-A1,Q1,gpt-5-mini,technical,technical,0,en,5,5,5,3,2,2,5,,,,,5,no,5.0,3.0,4.3333,"The answer is exact and the question is fluent and focused, but without identifying the silicon member it is too generic and closely echoes the source wording."
gpt,WO-2025211128-A1,Q2,sonnet-4.6,technical,technical,0,en,5,5,5,5,5,4,5,,,,,5,yes,5.0,4.75,4.9167,"This fluent, focused query accurately frames 0.5 μm as the maximum recess depth and provides enough technical context to retrieve the relevant document."
gpt,WO-2025211128-A1,Q3,gemini-3.5-flash,technical,technical,0,en,5,5,5,4,4,2,5,,,,,5,yes,5.0,3.75,4.5833,"The question is faithful, numerically exact, and adequately specific through its reference to the silicon member, though its wording is largely lifted from the passage."
gpt,WO-2025211128-A1,Q4,gpt-5.4-mini,technical,technical,0,en,5,5,5,3,1,2,5,,,,,5,no,5.0,2.75,4.25,"Although the answer is fully supported and the question asks one fact, the absence of any silicon or polycrystalline context makes it far too generic for retrieval."
gpt,WO-2025211128-A1,Q5,grok-4.3,technical,technical,0,en,5,5,5,4,4,2,5,,,,,5,yes,5.0,3.75,4.5833,"The query is clear, focused, and grounded with an exact answer, but it offers little paraphrasing beyond the source phrase."
gpt,WO-2025211128-A1,Q6,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,5,5,3,5,,,,,5,yes,5.0,4.5,4.8333,"This is a highly specific, fluent, single-fact query whose 3% to 20% answer exactly matches the stated preferred Σ9 grain-boundary range."
gpt,WO-2025211336-A1,Q1,gpt-5.4-mini,semantic,semantic,0,en,5,5,5,,,,,4,2,5,5,5,no,5.0,4.0,4.6667,"Although the answer is directly extracted, it merely repeats the desired properties and does not explain how the resin can be made to achieve them."
gpt,WO-2025211336-A1,Q2,sonnet-4.6,semantic,semantic,0,en,5,5,5,,,,,5,4,5,5,5,yes,5.0,4.75,4.9167,"The natural, conceptually framed query paraphrases the performance problem well, and the answer identifies the supported type of composition addressing it."
gpt,WO-2025211336-A1,Q3,qwen3.6-35b-a3b,semantic,semantic,0,en,4,5,5,,,,,4,5,4,5,4,no,4.6667,4.5,4.3889,"The ingredient list is exact and highly retrievable, but describing the material specifically as UV-sensitive is an unsupported narrowing of the source's broader photocurable formulation."
gpt,WO-2025211336-A1,Q4,grok-4.3,semantic,semantic,0,en,4,5,5,,,,,3,5,4,5,4,no,4.6667,4.25,4.3056,"The answer accurately lists the components, but the question adds an unstated addition-reaction mechanism and calls the hollow particles fillers while using cumbersome phrasing."
gpt,WO-2025211336-A1,Q5,gpt-5-mini,semantic,semantic,0,en,5,5,5,,,,,5,2,4,5,5,yes,5.0,4.0,4.6667,"This is a clear and faithful formulation query whose answer exactly supplies the four ingredient types, though its wording remains fairly close to the abstract."
gpt,WO-2025211336-A1,Q6,gemini-3.5-flash,semantic,semantic,0,en,5,5,5,,,,,5,5,5,5,5,yes,5.0,5.0,5.0,"The question naturally reframes thick-film curability, heat resistance, and flexibility as a material-design problem, and the answer directly identifies the supported formulation."
gpt,WO-2025212655-A1,Q1,gemini-3.5-flash,semantic,semantic,0,de,5,5,5,,,,,4,5,5,4,5,yes,5.0,4.5,4.8333,"The answer directly captures the disclosed collapse into compact, stably immobilized DNA nanoballs, while the question provides a strong conceptual paraphrase of that function."
gpt,WO-2025212655-A1,Q2,qwen3.6-35b-a3b,semantic,semantic,0,de,4,4,5,,,,,4,4,4,4,5,yes,4.3333,4.0,4.4444,"The stated rolling-circle amplification strategy and mixed immobilized primers are supported, although the claimed high local density is only indirectly implied by nanoball compaction."
gpt,WO-2025212655-A1,Q3,sonnet-4.6,semantic,semantic,0,de,5,5,5,,,,,5,4,5,4,5,yes,5.0,4.5,4.8333,The answer faithfully combines the support-based amplification method with the subsequent formation and stable immobilization of compact DNA nanoballs.
gpt,WO-2025212655-A1,Q4,gpt-5-mini,semantic,semantic,0,de,5,5,5,,,,,4,3,4,3,5,yes,5.0,3.5,4.5,"The method is accurately extracted and clearly phrased, though the comparatively generic query and source-adjacent wording make it less distinctive."
gpt,WO-2025212655-A1,Q5,grok-4.3,semantic,semantic,0,de,5,5,5,,,,,5,2,4,5,5,yes,5.0,4.0,4.6667,"The answer correctly identifies rolling-circle amplification on a mixed-primer support, and the query is highly retrievable despite closely mirroring the passage's concepts."
gpt,WO-2025212655-A1,Q6,gpt-5.4-mini,semantic,semantic,0,de,5,5,5,,,,,5,4,5,4,5,yes,5.0,4.5,4.8333,"The answer directly states the disclosed collapse into compact DNA nanoballs and stable support immobilization, matching the well-framed compaction question."
gpt,WO-2025215167-A1,Q1,grok-4.3,semantic,semantic,0,de,5,4,5,,,,,5,5,5,4,5,yes,4.6667,4.75,4.8056,"Die konzeptionell formulierte und deutlich paraphrasierte Frage wird durch den beschriebenen Sol-Gel- und Kalzinierungsprozess vollständig beantwortet, auch wenn die Antwort etwas mehr Kristallphasendetail als nötig enthält."
gpt,WO-2025215167-A1,Q2,gpt-5.4-mini,semantic,semantic,0,de,5,5,5,,,,,5,4,4,5,5,yes,5.0,4.5,4.8333,"Die knappe, realistische Suchfrage paraphrasiert die direkte Einbettung dotierter Nanodiamanten in ZrO2 präzise und wird vom angegebenen Antwortausschnitt klar gestützt."
gpt,WO-2025215167-A1,Q3,gpt-5-mini,semantic,semantic,0,de,5,5,5,,,,,4,1,3,5,5,no,5.0,3.25,4.4167,"Frage und Antwort sind sachlich exakt, doch die Frage übernimmt nahezu die gesamte Terminologie des Abstracts und bietet für einen semantischen Benchmark zu wenig Paraphrase."
gpt,WO-2025215167-A1,Q4,qwen3.6-35b-a3b,semantic,semantic,0,de,3,5,5,,,,,4,5,5,3,5,no,4.3333,4.25,4.5278,"Die starke konzeptionelle Paraphrase ist flüssig, führt aber die nicht belegten Eigenschaften „robust“ und „gleichmäßig“ ein und lässt die kennzeichnenden Quantensensoren beziehungsweise Nanodiamanten unerwähnt."
gpt,WO-2025215167-A1,Q5,gemini-3.5-flash,semantic,semantic,0,de,3,5,5,,,,,5,4,4,4,5,no,4.3333,4.25,4.5278,"Der Sol-Gel-Antwortausschnitt ist korrekt, aber die Frage behauptet ohne klare Textgrundlage eine nanostrukturierte Beschichtung und eine gleichmäßige Verteilung der Sensoren."
gpt,WO-2025215167-A1,Q6,sonnet-4.6,semantic,semantic,0,de,3,5,5,,,,,5,4,5,3,5,no,4.3333,4.25,4.5278,"Der Herstellungsablauf ist korrekt wiedergegeben, doch weder Passage noch Antwort belegen die entscheidende Behauptung, dass die Quanteneigenschaften der Nanodiamanten erhalten bleiben."
